ADM4_PCODE,car_00,car_01,dw_01,dw_03,dw_04,dw_05,dw_07,dw_08,dw_09,dw_10,dw_11,lan_00,lan_01,lan_06,lan_09,lan_10,lan_11,lan_12,lan_14,lat,lgt_00,lln_00,lln_01,lon,pg_00,pg_01,pg_02,pg_03,pg_04,psa_00,psa_01,psa_03,psa_04,pw_00,pw_02,pw_03,pw_04,pw_05,pw_06,stv_00,stv_01,target,ward,Family,scaled_total_households,scaled_total_individuals,Worst_case,Best_case,ADM4_PCODE_encoded,cluster_label,cluster,W_encoded1,W_encoded2,W_encoded3,Cluster_label_encoded
ZA4162005,0.23690126812058412,0.7630987318794159,0.0019987610583868907,0.0,0.0019323991079519876,0.0016790283432198759,0.040448022386745094,0.027650437788162494,0.004821352217825315,0.011020311659843657,0.0021387679,0.4359944859410552,0.02511663553867442,0.18918389934439242,0.0,0.00023837738676275606,0.0,0.00954568266364813,0.01693053325286202,-30.137367567800002,0.9046177573951554,0.1577772544035413,0.8422227455964586,25.3856945906,0.6351672076386057,0.275244356971053,0.004855891630206722,0.08963857651231223,0.004433212630348525,0.3989821629417164,0.7499413450609534,0.01797944783453407,0.1004452566284989,0.5209047526998261,0.010983396999999999,0.023257323528985185,0.007958238157838944,0.009293555986507714,0.02921204781471852,0.31957106657447015,0.6804289334255298,18.915247896700002,41602005: Ward 5,3.0701020827369434,0.04707338408771134,0.058871499482790586,1.8326111435148396,1.3163123644878303,1199,3,6,61.889502762430936,74.21546961325967,74.77900552486187,22.493791889908604
ZA4162006,0.21071690482860161,0.7892830951713983,0.0015910083406898148,0.007262250126430284,0.021525015911951734,0.0,0.027147187426212596,0.0288134330391965,0.022126515322917997,0.0,0.0013337347,0.255356151427409,0.026948875845445346,0.5210276075653998,0.0,0.000976755645840525,0.0001983777136136942,0.02305300225996561,0.013110975063042457,-29.7640846637,0.9510178276315708,0.08054602745464413,0.9194539725453559,25.4320672698,0.8071703082441497,0.12704728444170493,0.004951298439338627,0.05937738149213266,0.014775217353717585,0.515110213793578,0.6574680301429244,0.08520976866345338,0.08980914765529083,0.5012858296975017,0.0058526459,0.0013839492592990481,0.0038700900819163817,0.0,0.011369882021329835,0.6071943225408902,0.39280567745910977,23.3392127794,41602006: Ward 6,2.9602030947598235,0.048746100467111024,0.05877397752844645,2.053945447855213,1.1186327960812894,1200,3,6,61.417142857142856,76.43428571428572,76.61142857142858,22.493791889908604
ZA4162007,0.2586366812907153,0.7413633187092845,0.0037239189402681265,0.0023480769011751555,0.0015824469493390604,0.0,0.03485969914616999,0.12192124198255537,0.009657843558964844,0.0,0.0025980708,0.525185317433576,0.012877187483779822,0.26201955286371753,0.0001934495381556165,0.0002391456670057586,0.0,0.008969073616825972,0.034145302523600714,-29.5043227013,0.8761428552831366,0.13105752492153425,0.8689424750784658,25.5603030382,0.6863132376557123,0.19643905060720995,0.003619800803337811,0.11816525697386697,0.0075289601586098955,0.4150125169681154,0.7057729823504185,0.05097584504413372,0.11836708749971633,0.4147364173609695,0.0537119283,0.03844888600761835,0.007692913126668569,0.006021600651711586,0.005023880979266733,0.236721771742721,0.7632782282572791,18.927364697799998,41602007: Ward 7,3.0455964668422975,0.047299825552890445,0.058669714975010896,1.683858072802424,1.4369274265161098,1201,3,6,61.22085889570552,76.02453987730061,76.65030674846626,22.493791889908604
ZA4162008,0.19725341568975405,0.8027465843102459,0.0024823576541938156,0.001976085681552593,0.0,0.0025021653583807706,0.12924215903639966,0.15583013712615332,0.002527027979029575,0.0,0.0049089829,0.2612544221141906,0.012350517059916449,0.5261979620410782,0.001673950067139171,0.001815914752225756,0.0010925338512336655,0.016042844800194297,0.034263811400836945,-29.7498587017,0.9556265047258066,0.12571287468455927,0.8742871253154407,25.8954226945,0.7552461220302032,0.1693375020079229,0.0037321706938262347,0.07248814478020207,0.011062182422272164,0.529415707118004,0.6191102059973639,0.07885075448628445,0.1181678171547044,0.4056305965280653,0.0025233639,0.004275008786696404,0.0,0.0,0.004186905548078769,0.22785706048932894,0.772142939510671,22.099416429899996,41602008: Ward 8,3.2605201726198194,0.04990108854389663,0.0667721631211731,1.6497138507969387,1.4988120623184291,1202,3,6,59.830065359477125,76.07843137254902,78.28104575163398,22.493791889908604
ZA4163001,0.07594524877474783,0.924054751225252,0.00322172990647823,0.0,0.0,0.001118978999038218,0.5144062806280078,0.1439550170656144,0.0,0.0,0.0014380356,0.01228627052710771,0.007259146685450692,0.7421278640869036,0.0001783889993062073,0.0,0.0,0.0015789889149580513,0.0,-30.285249745,0.8944818918482614,0.017266375446072516,0.9827336245539275,27.1098106727,0.9970014056386117,0.0011091800454306176,0.0009906846509509441,0.00019386521326674637,0.0020744529951800487,0.5998195670755295,0.6064323060128425,0.03138001664912426,0.10503374221264433,0.3461457232967948,0.0021217929000000003,0.0,0.0,0.0,0.020613817501172558,0.0632795466372534,0.9367204533627465,33.262138444899996,41603001: Ward 1,3.6271161119966084,0.04291841683521777,0.06372097019167389,1.593766603875348,1.6124852692130238,1203,1,6,63.27638190954774,76.21105527638191,77.55778894472361,22.929204967127273
ZA4163002,0.2830799575250561,0.7169200424749438,0.0021016382613617424,0.0,0.0,0.00979148829645719,0.06299079094155383,0.021092596374484077,0.005790752497817638,0.02655302873138901,0.0050471067,0.12356826814411093,0.014784788395914105,0.48535225812566846,0.000641480262844393,0.0,0.0007787200042876836,0.01178173650664398,0.05992765427306461,-30.449904972800002,0.9244953744607003,0.13584872988882554,0.8641512701111744,26.5928536712,0.8604228033329564,0.025212809910834588,0.0030655521106695296,0.11294319768080438,0.011324150411548706,0.5219720748520549,0.6190906702892933,0.03159369451724829,0.1391295749229981,0.4360413582544905,0.01395414,0.015739617019730295,0.004181749254635065,0.012189576540579351,0.004045102433607198,0.27911241292278915,0.7208875870772107,20.3606821564,41603002: Ward 2,3.338490949888714,0.05560628812458153,0.07673673143022816,1.6151231256870262,1.5259396194543218,1204,1,6,62.64824120603015,75.41708542713567,76.53266331658291,22.929204967127273
ZA4163003,0.1251695957544541,0.8748304042455457,0.005526555461237182,0.0019231866618914697,0.0,0.015446431361602954,0.18122293278101506,0.07641233732849617,0.004918760561628891,0.0,0.0005723833,0.057679037576228165,0.008668545186541523,0.7308326004328922,0.00017482246673003669,0.00017453585238120278,0.0001771210282255778,0.006643741900684898,0.010321478106343613,-30.3155348566,0.8542183493562626,0.07325332574099092,0.9267466742590091,27.159284432899998,0.9447939144173384,0.005933689297706609,0.0015772364130095101,0.049620754190699855,0.0016746318985994212,0.5029237634337652,0.6733210135863128,0.04286653503744867,0.09871708294236406,0.3031793017826932,0.0373965729,0.016984848922327336,0.011090121615294131,0.011110626445784696,0.012726010630553834,0.14124587510086783,0.8587541248991319,27.47352974,41603003: Ward 3,3.0982568092720832,0.05127435735427527,0.0651013197718446,1.6893972929327263,1.4868474840873511,1205,1,6,63.085427135678394,74.01507537688443,75.01005025125629,22.929204967127273
ZA4163004,0.14065914680805494,0.859340853191945,0.0012150909440712435,0.005356592651058228,0.0,0.03485574865127003,0.047050839131628615,0.022502465164763483,0.008120389219039825,0.04117489576543291,0.0072064079000000005,0.11832204241800455,0.009242619405529453,0.6154130363789562,0.0,0.0008434101349685826,0.0,0.0,0.0,-30.122012953600002,0.9370612994229415,0.07464971895343311,0.9253502810465668,26.7582204656,0.8891332352051543,0.06612352715775222,0.001708541895579079,0.04497180019490835,0.002182028179335624,0.49265474387218594,0.7052470618175465,0.016868628594445174,0.08575688598270678,0.25157403430785424,0.0154809493,0.0030734613512927284,0.0,0.0,0.008258535756728394,0.1578177601567224,0.8421822398432777,20.1054518217,41603004: Ward 4,2.9800338615093236,0.025186331204842923,0.028696488273381185,1.7224056751662138,1.4754961305235186,1206,1,6,62.7286432160804,75.05025125628141,74.87939698492463,22.929204967127273
ZA4163005,0.33565972583299136,0.6643402741670085,0.0007618298700098375,0.0,0.0,0.003137152014691021,0.18730113412108945,0.023975215730598607,0.015624803148528658,0.018742621111084875,0.0029610835,0.1386418464402769,0.015005184081108156,0.5859562922545701,0.0,0.0,0.0004920354385777084,0.04279199603462692,0.011567339573035062,-30.347585757199997,0.922371065924905,0.1804789593291144,0.8195210406708855,27.1121263052,0.8424357478759361,0.012578565575525037,0.00911216426670236,0.14267445730341516,0.001946290454417394,0.549802728890886,0.6629705420201799,0.024405617670932415,0.08664613557929324,0.4625810292125564,0.0020838519,0.007326997768062719,0.0,0.0,0.013212754108885182,0.3938657164467353,0.6061342835532648,21.867528106199998,41603005: Ward 5,3.0682266597032264,0.03908601783862141,0.04818766491903788,1.7211765326339235,1.4915967382771422,1207,1,6,61.889502762430936,74.21546961325967,74.77900552486187,22.929204967127273
ZA4163006,0.17227647741976404,0.8277235225802358,0.022262228069383164,0.0037399463091374948,0.001296452300658673,0.015408272645653334,0.05108116577455889,0.02956071813039787,0.061386105547239736,0.0,0.005012751,0.1071942862322936,0.012926223870283051,0.6935731444864344,0.00018636355661426476,0.0007010415282430847,0.0,0.013826746343184015,0.0012245328734509307,-29.9588586171,0.8773718180496113,0.0712644084633106,0.9287355915366895,26.4157985703,0.8951098102937417,0.04519884801099986,0.0018680465225925727,0.05866518223366568,0.006555864816913187,0.4552217539607296,0.7165875039333927,0.06813965409263936,0.07884210808199238,0.39121009245762156,0.0345694988,0.010412158977566423,0.008748122701181367,0.004579149371626761,0.012122963982757159,0.18763317027710671,0.8123668297228932,20.190361265099998,41603006: Ward 6,2.854405093563723,0.05773962910473581,0.06768374004715544,1.7319441967907354,1.439865061103387,1208,3,6,61.417142857142856,76.43428571428572,76.61142857142858,22.493791889908604
ZA4181001,0.39774797263771944,0.6022520273622805,0.001928976247812399,0.01875737550674587,0.02039191658230261,0.020993673510253195,0.12874554092822443,0.02381678333426631,0.006636072070579303,0.015168272331880792,0.0045157829,0.24105099538985084,0.025022762971260014,0.38621057209047793,0.0,0.00023070048557151935,0.0025930491991241586,0.02534119275384259,0.056056317744471666,-28.691768401300003,0.9788377753244063,0.22617427752795854,0.7738257224720413,26.4822733881,0.7395681163666064,0.011850350010258361,0.006042741850092596,0.2536619019193345,0.00450192740844831,0.43672481366201876,0.6574400725625331,0.15869385010230164,0.10968537754631422,0.48901626317780233,0.0025263423,0.001955440220846474,0.0,0.0037592742071592094,0.0033326826962190932,0.32546070864231913,0.6745392913576809,19.9221784181,41801001: Ward 1,3.52617755798399,0.0341936669385018,0.04847423615866593,1.5851528085671327,1.509012077657419,1209,3,6,63.27638190954774,76.21105527638191,77.55778894472361,22.493791889908604
ZA4181002,0.20060230681164362,0.7993976931883564,0.003451887711764318,0.0018750261500653513,0.002231223617618013,0.1419017388636864,0.15634298142473838,0.18559455111041648,0.0018020343846429643,0.0164232345246335,0.0058629136,0.12141072135328779,0.016586673614753057,0.4093113760577624,0.00015010489582402734,0.0006412895523421624,0.002234087748503023,0.008057720195776592,0.0324586661548026,-28.6566983144,0.8813324900109851,0.08960312171965429,0.9103968782803455,26.381648041,0.8889232122437344,0.01977397133642322,0.003068199402487026,0.09182056222122399,0.0032232209149483213,0.44376181737511067,0.6679483610427441,0.10560604040748112,0.1156331444909624,0.26525349465781217,0.0629575544,0.021734113539361673,0.018535334657978395,0.015330371703559987,0.01919045592826335,0.13096343172053396,0.8690365682794661,18.4153629101,41801002: Ward 2,3.3472568501187885,0.05758395984234845,0.07982408617423917,1.5983094859516345,1.5134006924662202,1210,3,6,62.64824120603015,75.41708542713567,76.53266331658291,22.493791889908604
ZA4181003,0.16902018739184632,0.8309798126081537,0.014388715782394949,0.0027096060132105696,0.0,0.007184896523723821,0.07231641981445222,0.15157970350212616,0.00917042247798255,0.016898837222565417,0.0018942655,0.10059668134248233,0.02162844563110861,0.7306280025121371,0.0013433662507739512,0.001348973637060504,0.0012107541659516748,0.003713277168438656,0.00014607124273794826,-28.726208254699998,0.8953279260144058,0.07895934988072582,0.921040650119274,26.7566857105,0.9063669911551394,0.0072262762894345235,0.003562851301314321,0.0851633067266548,0.005582820855934549,0.4510427919164651,0.7139593519264655,0.04221795924917624,0.0932971207021688,0.2714325230265377,0.045500211799999996,0.06906666700491379,0.005959137055244302,0.0022915001166274405,0.011296642062719523,0.15305168091356275,0.8469483190864373,22.8243860221,41801003: Ward 3,3.46667450171756,0.04981521728673077,0.07111375650642648,1.6979908454481818,1.4670112983947488,1211,3,6,63.085427135678394,74.01507537688443,75.01005025125629,22.493791889908604
ZA4181004,0.29244875080407146,0.7075512491959285,0.004622026483513457,0.0030538473865341516,0.0025730793239212017,0.00446997901687996,0.08882381313470082,0.12489085547343258,0.0,0.0,0.002374105,0.1879926442791488,0.04321389607048897,0.6275731698829119,0.0,0.0005105060948140216,0.0,0.01136846373381188,0.09538130812202156,-28.6070257648,0.8487355882856791,0.21029140142739725,0.7897085985726027,27.1003623235,0.7929067123586095,0.023390349074077728,0.004548757884820131,0.18043003122314666,0.02135854013510975,0.3990582295791771,0.6744168777818484,0.0382518721487881,0.15954268109710257,0.2826061626795881,0.0073795258,0.015474521789982314,0.005994399336071164,0.025731739532764586,0.08769204622933918,0.4347430273655004,0.5652569726344996,24.995484529099997,41801004: Ward 4,3.1419123530096065,0.035346140900140446,0.04433536328091343,1.8167111543432772,1.2567639530177481,1212,3,6,62.7286432160804,75.05025125628141,74.87939698492463,22.493791889908604
ZA4181005,0.13397048880227583,0.8660295111977241,0.002890167400796516,0.0015524586911430578,0.0009555933162211783,0.008312156914680765,0.1721207377625519,0.02429918976309276,0.0,0.006138161276872688,0.0034310276,0.054475344943211775,0.04215168831128392,0.8361995844592788,0.0,0.00012048986566155789,0.0012573224987663942,0.014507056619062401,0.0,-28.533600997199997,0.9670768755304083,0.039519590849845666,0.9604804091501544,27.0017045938,0.9696947776244137,0.015743043315482666,0.0024681979973458675,0.010078876398448587,0.007371281434233296,0.5418876409877504,0.6487546939817067,0.0456374525557372,0.09672946517306244,0.12135422557090486,0.0108629529,0.005375849095146122,0.0013371523385250516,0.0,0.005874112550260514,0.2720685110312157,0.7279314889687841,30.5872476746,41801005: Ward 5,3.659302444451512,0.06955389615673749,0.10665957954225688,1.7868527162106467,1.4037896187588104,1213,3,6,61.889502762430936,74.21546961325967,74.77900552486187,22.493791889908604
ZA4181006,0.5940860901444598,0.40591390985554004,0.010819926323243466,0.0,0.008253285271081911,0.02657644165735516,0.010052554231505766,0.06567605374317147,0.019624671957878183,0.0,0.003402868,0.16939878384181659,0.017084064466420905,0.1628785023723393,0.0,0.00021152725900124662,0.0017921335919227354,0.025563609945306938,0.6206062337745047,-28.3900497972,0.8644921979783,0.30271785993314626,0.6972821400668537,26.8793943438,0.7873602817097191,0.01312240722477882,0.006662846516616141,0.1973171202942323,0.015103119037782496,0.13793385408932352,0.30943307977622414,0.013239277031417664,0.6422962662069037,0.7253809427059783,0.0815376699,0.05139283649961218,0.018136273727133695,0.007287778412197373,0.016202667310851016,0.47051521844179955,0.5294847815582004,12.334957096400002,41801006: Ward 6,7.251515722167809,0.018122565990144484,0.05322509457368658,1.1858622080735637,1.2615047257919838,1214,3,6,61.417142857142856,76.43428571428572,76.61142857142858,22.493791889908604
ZA4181007,0.10297978556850658,0.8970202144314934,0.0004952975674772399,0.004391805434889785,0.002959783433436034,0.008559488409045317,0.08992179788768322,0.06167090430596002,0.0,0.0077729830980239455,0.0141204513,0.02865414549523242,0.03565271242316883,0.7423755370188773,0.0022105713575444187,0.0003334018808682428,0.003058271690294437,0.016828616842567857,0.0,-28.407076776700002,0.9689862663251246,0.023122848849375058,0.9768771511506249,26.694691559499997,0.9884284447352105,0.004821119664984169,0.0026226563473946626,0.002474722155427902,0.005212748651405264,0.5401201758961128,0.6587469056759139,0.06881060185029308,0.08073763531036107,0.3790560910816958,0.0025541495,0.0,0.0,0.0,0.0067840110886849365,0.21726646113824682,0.7827335388617532,31.1754073038,41801007: Ward 7,3.11567793185004,0.05338510481292247,0.06834621243080438,1.7730335812456541,1.4258335003263727,1215,3,6,61.22085889570552,76.02453987730061,76.65030674846626,22.493791889908604
ZA4181008,0.10201196079775222,0.8979880392022477,0.004933667838596089,0.0,0.0024014863094017134,0.0012679320173133262,0.10477008921485913,0.16169631364265288,0.0,0.01261791695353346,0.0008599969,0.030515334262749126,0.026087357939020527,0.7734507208763312,0.0002533066678339489,0.0004573535352979001,0.002760644515273649,0.005862815074861457,0.0,-28.4270812415,0.9626165169480132,0.022045257853966424,0.9779547421460337,26.696700105300003,0.9906577870270982,0.00517365578538696,0.0028692653152890507,0.0002642597715428133,0.0033000978871186863,0.5327790313460873,0.6328465197664032,0.09165289175324605,0.09951381426434933,0.07159366203820774,0.0050159782,0.0,0.0,0.0,0.0029972417357744512,0.11570200515140627,0.8842979948485936,30.5681717275,41801008: Ward 8,4.001823954287073,0.03028826561792993,0.0487554352787388,1.6465365641200571,1.519088986992433,1216,3,6,59.830065359477125,76.07843137254902,78.28104575163398,22.493791889908604
ZA4181009,0.1147069731118161,0.8852930268881837,0.0035857194335030384,0.0022639603451509883,0.0012203844160207215,0.005012561072931115,0.046747632638865624,0.3658501828398896,0.003806779226305423,0.0087012712465871,0.0147608145,0.027401068803990077,0.011629637337667826,0.8031835218533817,0.0020487163491388917,0.0004313245954374996,0.005438463920005135,0.014473427227155285,0.0036082254880282602,-28.413986689,0.9524236713575897,0.027887091563550216,0.9721129084364497,26.708150259099998,0.9841812590110433,0.006954846994169173,0.003692612450499423,0.004435462022045864,0.003188495705202403,0.597445261734948,0.6070930792988651,0.042454173936771485,0.10169310259740993,0.36275422843036953,0.029676960699999998,0.21679175873748455,0.0,0.0,0.02299772191256785,0.1786344159926999,0.8213655840073002,26.890251478299998,41801009: Ward 9,3.2832572028985765,0.05962597874597797,0.08113484251680783,1.6710205221797487,1.5335178188540644,1217,3,6,59.78321678321678,75.93706293706293,77.75524475524476,22.493791889908604
